OrderID,CustomerID,ProductName,Brand,Country,OrderDate,UnitPrice,weight_g
REC-837122,14656,Lidl Organic Dark Chocolate,LIDL,"Belgique,Bulgarie,France,Allemagne,Italie,Portugal,Serbie,Espagne",2024-07-10,13.16,100.0
REC-955005,10000,Mix di frutta secca,Alesto,"France,Allemagne,Hongrie,Italie,Paysbas,Portugal,Suisse",2025-05-19,19.89,200.0
REC-538001,13364,Excellence Noir Subtil Doux 70% Cacao,"Lindt Excellence,Lindt","Australia,Austria,Dinamarca,Francia,Alemania,Marruecos,Nueva Zelanda,Spain,Suiza",2024-07-21,20.27,100.0
REC-900195,13320,La gâche tranchée,Unknown,"France,Germany,Switzerland",2025-08-04,11.15,350.0
REC-570097,7969,Sour Cream & Onion,Pringles,"Algieria,Bułgaria,Chorwacja,Egipt,Węgry,Irak,Liban,Libia,Litwa,Maroko,Polska,Rumunia,Tunezja,Ukraina",2024-10-16,20.45,165.0
REC-180568,5233,Chocolat Noir 92% cacao,Dark Excellente,Morocco,2025-11-02,8.29,100.0
REC-630706,8436,Granola L'Original,"LU, Mondelez International","Belgique,France,Martinique,Morocco,La Réunion,Suisse,Étatsunis",2025-11-20,13.16,200.0
REC-326111,12644,Cracotte Céréales Complètes,"lu, LU","Belgium,France,Luxembourg,Réunion,Switzerland,Netherlands",2024-05-06,23.01,250.0
REC-574635,6128,Kinder Bueno,Kinder,"Australia,Belgium,Estonia,Francia,Grecia,Hungría,Irlanda,Italia,Letonia,Libia,Lituania,Marruecos,Nueva Zelanda,Polonia,Portugal,Rumania,Spain,Suiza,Reino Unido",2025-05-30,8.04,150.0
REC-218223,7913,Dark Chocolate,Tesco finest,United Kingdom,2025-07-05,24.8,100.0
REC-895633,6608,Chips,Kettle,United Kingdom,2024-06-20,9.93,150.0
REC-754969,6085,Pringles Sare,Pringles,"Armenia,Bielorrusia,Belgium,Bosnia Y Herzegovina,Bulgaria,Croacia,Francia,Hungría,Kuwait,Letonia,Líbano,Lituania,Marruecos,Polonia,Rumania,Rusia,Serbia,Suiza,Ucrania",2024-07-27,2.7,165.0
REC-528239,12090,wasa,"Barilla,Wasa","France,Guadeloupe,Italy,Switzerland",2025-04-10,18.39,270.0
REC-540990,14397,Henry's Sable Coco Biscuit 85G,Henrys,Morocco,2025-08-06,12.49,85.0
REC-956271,13610,Cracotte,LU,"België,Frankrijk,Luxemburg,Nederland,Zwitserland",2025-01-24,24.0,7.35
REC-440963,6157,Biscuit raisins,Unknown,"France,Suisse",2024-06-09,16.66,270.0
REC-116337,12524,Nutri+ avoine chocolat,Bjorg,France,2024-03-15,1.47,130.0
REC-653437,12486,Goût chocolat,BN,"Belgium,France,Morocco,Switzerland",2025-09-04,4.06,285.0
REC-786266,10600,digestives,McVitie's,"France,Germany,Ireland,United Kingdom",2025-04-03,15.58,350.0
REC-650994,6007,Harrys brioche tressee nature au sucre perle sans additifs 500g,Harrys,France,2025-11-06,13.16,350.0
REC-981280,12427,Protein Cacahuetes🥜 & Chocolat🍫,Nature Valley,"Belgium,France",2026-02-01,3.37,160.0
REC-295140,11156,Tartines craquantes quinoa - pois chiche sans gluten,Jardin Bio,France,2025-03-28,24.72,150.0
REC-845441,11715,LIGHTLY SALTED LOW FAT CORN CAKES,kallo,"France,United Kingdom",2025-11-15,11.73,150.0
REC-649864,10711,Figolu,LUMondelez,"France,Guadeloupe",2025-03-11,2.41,192.0
REC-745146,9008,Krit krititas galletas saladas,"Cuétara, Krit","Israel,Marruecos,Spain,Portugal",2024-08-27,1.04,350.0
REC-595340,5792,Sour Cream & Onion,Pringles,"France,Germany,Italy,Martinique,Mauritius,Portugal,Réunion,Thailand",2024-02-13,4.9,150.0
REC-980028,11685,Crunchy avoine et miel,Nature ValleyGeneral Mills,France,2025-04-29,8.94,210.0
REC-702338,12472,Unknown,حلال,Morocco,2024-03-06,13.16,1.0
REC-918887,11878,Biscuit lait chocolat,"Gerblé,Gerblé Vitalité,Nutrition & Santé","Belgium,France,Guadeloupe,Martinique,Morocco,Réunion,Senegal,Switzerland",2024-12-24,13.16,230.0
REC-854220,9266,Toffifee,Süßigkeiten,Germany,2024-09-28,13.2,125.0
REC-321774,13910,Crunchy Avoine & Chocolat Noir x 5 x 2 barres de 21 g,"General Mills,Nature Valley",France,2025-07-22,20.71,210.0
REC-770550,12930,Cookie🍪 cacao pépites Sans Sucre,Unknown,"Belgique,France,Polynésie Française",2025-09-29,22.48,130.0
REC-570975,13801,Dark milk chocolate,Tesco,Unitedkingdom,2025-12-27,24.54,100.0
REC-347253,13159,petit déjeuner miel et pépites de chocolat,belvita,"Belgium,Bulgaria,France,Germany,Morocco,Poland,Romania,Switzerland,United Kingdom",2025-03-15,7.58,350.0
REC-433923,8141,Biscuit soja orange,Gerblé,"France,Guadeloupe,Martinique,Réunion",2024-12-17,5.38,150.0
REC-374982,7072,Sablés Anglais L'Original,"McVitie's,United Biscuits","France,Réunion,Switzerland,United Kingdom",2024-11-30,19.09,350.0
REC-833121,6028,Excellence Noir Corsé 78% Cacao,Lindt,"Australia,Czech Republic,France,Germany,Ireland,Italy,Netherlands,New Zealand,Spain,Switzerland",2025-04-28,23.01,100.0
REC-484365,9681,Картофельные чипсы со вкусом парики,"Pringles,Kellogg's","Bulgaria,Francia,Lituania,Marruecos,Países Bajos,Polonia,Rumania,Spain,Ucrania",2024-02-07,2.12,165.0
REC-204232,8249,Brioche moins de sucre,Harrys,France,2025-04-30,8.89,350.0
REC-942651,12158,Chocolat monogram,Macao,Ma,2025-07-25,3.33,150.0
REC-818095,14040,Lentil and Pea Cakes with Beetroot and Balsamic Flavour Seasoning,kallo,United Kingdom,2025-02-09,7.77,122.0
REC-553814,14094,Pringles Original,"Kellogg's, Pringles","Belgium,France,Germany,Italy,Spain,United Kingdom,Austria",2025-07-04,3.36,165.0
REC-996953,5970,Fourrés Chocolat au Lait,Bjorg,"France,Japon,Suisse",2024-07-18,11.61,225.0
REC-767742,12401,Pringles,Unknown,"Belgium,Francia,Alemania,Marruecos,Rumania,Spain,Suiza,Reino Unido",2024-02-25,22.67,40.0
REC-498811,7623,Digestive Avena Choco,Unknown,"Portugal,Spain",2024-02-23,13.16,350.0
REC-800513,9069,Unknown,Dark Excelente,Morocco,2024-07-05,13.16,100.0
REC-946193,10839,180G C OR NOIR NOISETTE,"Côte D’Or, Mondelez","Algérie,France,Guadeloupe,Morocco,Tunisie",2025-02-17,9.67,180.0
REC-662711,12233,Raffaello,Ferrero,"Bulgaria,Francia,Hungría,Portugal,Rumania,Spain",2025-07-15,13.16,150.0
REC-991303,7760,Barres de fruits secs & noix Myrtilles,nakd.,"Belgium,República Checa,Francia,Países Bajos,Spain,Suiza",2024-09-05,3.46,140.0
REC-562005,6118,Tagger,Bimo,Morocco,2024-08-08,3.95,22.0
REC-802740,13691,Goûter 4S Saveur pommes,Gerblé,"France,Luxembourg,Réunion,Switzerland",2024-03-11,10.68,350.0
REC-723751,14512,Wheat Biscuits,Tesco,United Kingdom,2025-11-29,8.66,48.0
REC-379767,11844,Protein Cocoa Hazelnut Bars,"Nakd,Natural Balance Foods","Belgium,Francia,Spain,Reino Unido",2024-10-12,1.55,135.0
REC-994160,11794,Thé - Biscuits,Lu,"France,New Caledonia,Réunion,Switzerland",2025-04-07,2.33,350.0
REC-607612,8211,Petites Madeleines,St Michel,"France,Martinique,La Réunion,Switzerland",2025-06-25,7.44,350.0
REC-331169,9169,Goûter pépites de chocolat,Unknown,"Belgium,France,French Polynesia,Réunion,Switzerland",2025-09-28,1.01,3.0
REC-130025,8900,Sea salt & cider vinegar chips,Unknown,"France,Germany,Switzerland,United Kingdom,Netherlands",2024-10-10,17.32,150.0
REC-219484,5608,Príncipe crema de chocolate,"LU,Mondelēz","Francia,Marruecos,Spain",2025-03-21,14.49,300.0
REC-480927,14848,Kinder bueno White,Kinder,"Belgique,Bulgarie,France,Allemagne,Hongrie,Italie,Morocco,Pologne,Roumanie,Serbie,Espagne,Suisse,Thaïlande,Royaumeuni",2025-09-21,19.57,39.0
REC-699692,14144,Sea Salt Lentil Chips,Proper Chips,United Kingdom,2025-05-25,23.12,150.0
REC-392540,6866,Napolitain l'Original,"LU, Mondelez, Mondelez International",France,2025-11-10,24.73,180.0
REC-958052,13313,Petits fours financiers,Unknown,"France,Morocco",2025-09-29,12.77,350.0
REC-151159,12792,Biscuits pavot citron,Gerblé,"France,Réunion,Switzerland",2025-10-20,11.76,200.0
REC-287331,14177,The Original Crunchy Rye Breads,Ryvita,"United Kingdom,Ireland",2026-01-18,17.49,250.0
REC-904456,7274,Pringles Original,Unknown,"Belgium,Dinamarca,Francia,Alemania,Grecia,Irlanda,Italia,Marruecos,Países Bajos,Nigeria,Rumania,Spain,Reino Unido",2025-09-15,4.56,165.0
REC-561658,8242,Blueberry Muffin Myrtilles,nakd,"France,Germany,Ireland,Morocco,Poland,United Kingdom",2024-05-16,5.74,4.0
REC-884876,8901,merendina big,bimo,Morocco,2025-05-21,8.14,52.0
REC-221353,9692,Belvita Original Petit-Déjeuner miel et pépites de chocolat,LU,"Belgium,France,French Polynesia,Réunion,Switzerland",2024-04-04,21.53,350.0
REC-279860,11879,Véritable Petit Écolier Chocolat au Lait,Unknown,"Algeria,Belgium,Canada,France,Morocco,Switzerland",2025-11-09,11.82,150.0
REC-996817,10003,Galletas fibra zero azúcares,Gullón,"Portugal,Spain",2024-09-27,13.03,170.0
REC-407433,13728,Belvita Petit Déjeuner Chocolat,"LU,Mondelez","Belgium,France,Guadeloupe,Luxembourg,Belgique,Lareunion,Switzerland",2025-01-16,2.77,150.0
REC-160782,9873,Caramelised popcorn seasoned with sea salt,Proper,"Belgium,France,United Kingdom,Netherlands",2024-08-02,4.7,28.0
REC-221530,8033,Edelbitter Mild 90%,Unknown,"Belgium,France,Germany,Morocco,Netherlands,Switzerland",2025-08-23,2.26,125.0
REC-183716,12748,Véritable Petit Beurre Pocket,lu,"Belgium,France,Guadeloupe,Lebanon,Réunion,Switzerland",2025-11-15,11.48,300.0
REC-878584,11980,Chips de lentilles saveur fines herbes,Unknown,France,2025-07-31,1.81,85.0
REC-777037,13194,Chocolat noir Equateur Bio,J.D. Gross,France,2024-09-16,7.37,100.0
REC-762689,9488,Biscuit complet au germe de blé,Gerblé,"France,Guadeloupe,Morocco,La Réunion,Suisse",2024-05-10,3.33,210.0
REC-789279,9528,Milka galette choco,"LU, Milka","France,Germany,Morocco,Spain,Belgium",2025-05-23,12.59,260.0
REC-188975,5634,Multigrain Crispbread,RYVITA,"France,United Kingdom,Ireland",2025-10-15,23.74,250.0
REC-476256,8438,Tartines craquantes sarrasin,Céréal Bio,France,2025-03-16,12.31,145.0
REC-337130,14724,Excellence Noir à la Pointe de Fleur de Sel,Lindt,"France,Suisse",2025-01-07,13.22,100.0
REC-415413,5434,NAKD Cacahuètes - 140g (4x1p),"Nakd.,Natural Balance Foods","Belgium,France,Luxembourg,Spain,Fr:Francia",2025-04-14,12.23,140.0
REC-599217,6506,Cream Crackers,Unknown,"France,Suisse,Royaumeuni",2026-01-10,14.86,300.0
REC-328646,12348,Unknown,Excelo,Morocco,2025-02-04,13.16,8.0
REC-563059,5998,Pistaches de Californie,"Alesto, Lidl","Belgium,República Checa,França,Alemanha,Marrocos,Portugal,Espanha",2024-12-13,13.4,150.0
REC-294785,13490,Organic Crisp Bread,DR KARG'S,"France,Allemagne,Royaumeuni",2024-05-02,6.38,150.0
REC-693740,12990,Brioche Tranchée Recette Classique,Harrys,France,2024-03-09,21.83,350.0
REC-760615,11250,Véritable Petit Beurre,Lu,"France,Suisse",2026-01-20,15.12,150.0
REC-195486,11785,"Sweet & Salty Nut chocolat noir et mélange de noix, 5 barres de 30 g",Unknown,"Belgium,France",2025-02-24,6.11,150.0
REC-516677,9726,Cheese Oatcakes,nairn's,"France,United Kingdom",2024-10-28,11.21,200.0
REC-146982,12015,Dark Chocolate,Fin Carré,"Finland,France,Germany,Italy,Latvia,Switzerland,United Kingdom,United States,Czech Republic",2026-01-29,17.47,100.0
REC-239925,12675,Wholegrain Wheat Bixies,Crownfield - Lidl,"Ireland,Malta",2025-01-18,9.7,350.0
REC-109693,9652,Granola LU,LU,France,2024-10-18,1.26,184.0
REC-441235,14293,Cuites au four nature,Lay’s,"Belgium,France,Réunion",2024-09-08,13.16,130.0
REC-176522,5950,Sour Cream & Onion chips,Pringles,"France,Germany,Spain,Switzerland,United Kingdom,Austria",2025-09-29,11.05,185.0
REC-145901,9071,Belvita Brut & 5 céréales complètes,Lu,"Belgique,France,Luxembourg,Nouvellecalédonie,Suisse",2024-07-18,24.59,350.0
REC-126227,13641,Unknown,clorets,"Morocco,France",2025-05-17,13.16,1.5
REC-360302,11499,Chocolate negro 95% cacao,J. D. Gross,"Francuska,Njemačka,Španjolska,Hrvatska,Slovenija,Grčka,Cipar",2026-01-08,2.66,125.0
REC-633933,10355,Goûter aux raisins,Gerblé,"Belgique,France,La Réunion,Suisse",2024-03-28,8.33,350.0
REC-187987,6562,Pringles sour cream & onion,"Pringles,Kellogg's","Austria,Belgium,Francia,Alemania,Marruecos,Países Bajos,Spain,Suiza,Reino Unido",2024-10-22,23.61,40.0
REC-307690,13557,Granola L'original Gros éclats de chocolat,"Granola,LU,Mondelez","France,Suisse",2025-01-16,5.67,276.0
REC-921480,8300,Milk Chocolate with Honey and Almond Nougat,Toblerone,"Argelia,Australia,Belgium,Bolivia,Bulgaria,Dinamarca,Finlandia,Francia,Alemania,Italia,Marruecos,Noruega,Polonia,Rumania,Spain,Suecia,Suiza,Tailandia,Ucrania,Reino Unido",2024-04-06,22.51,100.0
REC-715337,14087,Organic Milk Chocolate,Green & Black's,"United Kingdom,Ireland",2024-06-17,22.67,90.0
REC-195153,7641,Noir Extra,Poulain,"France,Morocco",2026-01-26,23.04,100.0
REC-550594,9230,Le cookie Chocolat Noisette,Bjorg,Frankreich,2024-06-03,17.62,200.0
REC-598496,6586,Tonik,Bimo,"France,Morocco,Morocco,",2025-01-07,21.63,121.0
REC-469768,8105,Tartines céréales 450g,La Boulangère,France,2026-01-05,13.16,350.0
REC-825324,7206,Spofy,henry's,"France,Morocco",2024-11-20,16.28,50.0
REC-734212,9909,Digestive Avena,Hacendado,"Portugal,Spain",2025-08-31,8.32,150.0
REC-967946,8890,Galettes St Michel au beurre 4X5 - 130g,St michel,"Belgien,Frankreich,Guadeloupe,Italien,Martinique,Marokko,Schweiz,Germany",2024-05-13,10.36,130.0
REC-561526,12868,Petit brun extra,"Brun,Mondelez",France,2025-12-26,4.41,150.0
REC-306391,8081,"BN - Casse Croute Biscuits, 375g",BN,France,2024-10-01,1.85,350.0
REC-518782,13160,Goûter aux écorces confites,Gerblé,Francia,2025-11-15,5.87,350.0
REC-994456,14348,Шоколад с 6% парченца малини,J.D. GROSS,"Bulgarie,France,Italie,Portugal,Espagne,Suisse,Royaumeuni",2024-11-27,13.16,125.0
REC-245946,5600,Milka Tablette Noisette,"Milka, Mondelez","Algeria,Austria,Czech Republic,France,Germany,Morocco,Switzerland,Slovakia",2025-07-28,18.95,100.0
REC-986860,14640,Sablé saveur COCO,Gerblé,"Belgique,France,Thaïlande",2025-03-16,13.36,132.0
REC-253786,8062,Moelleux chocolat,"Belvita, LU, Mondelez International","Belgique,France,Morocco,La Réunion,Suisse",2024-04-25,16.82,250.0
REC-940169,14012,Capri choco,Unknown,Ma,2025-02-27,13.16,45.0
REC-908189,12873,Ferrero Rocher,Ferrero,"Algérie,France,Allemagne,Irlande,Morocco",2024-12-23,24.19,350.0
REC-722929,11952,NOIR DEGUSTATION 70% CARAMEL,J. D. Gross,"France,Germany,Italy,Spain,United Kingdom",2024-08-01,1.32,125.0
REC-215654,9846,Excellence Noir Délicat Doux 85% Cacao,Lindt EXCELLENCE,"Austria,Czech Republic,France,Germany,Morocco",2024-05-21,20.25,100.0
REC-107243,11322,La Madeleine Pur beurre,Bonne Maman,"France,Suisse",2025-05-21,16.68,300.0
REC-810626,13882,Unknown,Bimo,Morocco,2025-05-19,13.16,41.0
REC-662848,7254,Blueberry Muffin raw fruit & nut bar,nākd,United Kingdom,2024-08-31,20.63,35.0
REC-184393,14014,OREO ORIGINAL,OREO,"Austria,Belgium,Finland,France,Germany,Greece,Italy,Netherlands,Norway,Sweden,Switzerland",2024-10-15,13.24,154.0
REC-317612,6203,Benco Original,Benco,France,2024-12-05,1.14,350.0
REC-421289,10212,Pringles Sour Cream,"Pringles,Kellogg's","Belgium,Alemania,Irlanda,Marruecos,Países Bajos,Spain,Reino Unido",2024-04-07,18.43,165.0
REC-525010,10985,Pelotazos futebolas,Cheetos,"France,Morocco",2024-04-13,2.57,32.0
REC-425933,11633,Apple & Raisin Oat Bars,deliciously ella,"France,Unitedkingdom",2024-02-21,13.16,3.0
REC-958697,8352,"Crunchy Oats and Dark chocolate, 2 Barres de 21 g",Unknown,"Belgique,France,Allemagne,Irlande,Espagne,Royaumeuni",2025-05-12,9.32,42.0
REC-137198,9309,Nutri+ avoine complet,Bjorg,France,2024-06-27,13.16,130.0
REC-312331,6897,Peter's Yard Original Sourdough Crackers,Unknown,"France,United States,Ireland,United Kingdom",2026-01-25,20.18,150.0
REC-475606,13792,Unknown,Aiguebelle,"France,Morocco",2024-04-09,13.16,150.0
REC-384172,10530,Cuetara Digesta Light 200G Marie Cookies,Unknown,"France,Morocco",2025-10-20,6.38,200.0
REC-394564,14380,Cacao,Lactel,"Belgique,Bulgarie,France,Allemagne,Hongrie,Italie,Mexique,Morocco,Portugal,Roumanie,Espagne,Suisse",2026-01-17,7.07,39.0
REC-483457,9297,Chip Choco Zero Sin Azúcares,Gullón,"Portugal,Spain",2025-04-29,13.16,125.0
REC-613302,12237,Gingembre saveur citron 🍋,Gerblé,"France,La Réunion",2025-11-22,24.85,132.0
REC-558106,6457,Unknown,Unknown,Morocco,2025-08-10,13.16,150.0
REC-756048,10104,Kinder Country,"Kinder, Ferrero","Autriche,France,Allemagne,Italie,Suisse",2024-08-18,19.95,211.5
REC-731114,7998,Sweet & Salty Popcorn,Proper Corn,United Kingdom,2025-09-21,16.02,14.0
REC-881552,13965,Gocciole classiche pav 500 gr,Pavesi,"Belgium,France,Germany,Italy,Switzerland",2025-10-27,17.3,350.0
REC-687196,7075,Protein Caramel salé Cacahuètes,Nature Valley,France,2025-08-17,17.22,160.0
REC-542590,8875,85% Cocoa - Dark Chocolate,Moser Roth,"United Kingdom,Ireland",2025-07-01,18.29,125.0
REC-447906,6547,Noir equitable 85% Pérou,Alter Eco,"Belgium,France,Switzerland",2025-07-31,1.22,100.0
REC-187921,5654,Nutella,"Ferrero,Nutella","Deutschland,Marokko",2024-07-04,13.84,350.0
REC-272094,5174,Oatibix,Unknown,"France,Spain,United Kingdom,Ireland",2024-07-02,13.15,24.0
REC-477529,14784,Kinder Cards,"Ferrero,Kinder","Belgien,Bulgarien,Finnland,Frankreich,Deutschland,Ungarn,Italien,Luxemburg,Marokko,Rumänien,Spanien,Schweden,Schweiz",2025-12-17,10.3,128.0
REC-563532,9187,Petites Madeleines pépites chocolat,St Michel,"France,Suisse",2025-08-31,11.68,350.0
REC-172405,5318,8 Pains au lait frais Bio 280g,Unknown,France,2025-02-20,21.26,280.0
REC-326784,10469,Unknown,Bimo,Morocco,2024-05-15,13.16,21.0
REC-601917,6223,single origin milk chocolate,Marks & Spencer,"France,Royaumeuni",2025-01-06,21.81,100.0
REC-542762,6066,Petit Cookies Pépites de chocolat,Bonne Maman,"Belgium,France,Luxembourg,Switzerland,Unitedkingdom",2024-07-17,5.73,250.0
REC-600233,8833,Petit écolier chocolat noir pur beurre de cacao,LU,"Canada,Frankrijk,Duitsland,Marokko,Réunion,Spanje,Zwitserland",2024-08-28,6.15,150.0
REC-120129,10797,Sweet & salty popcorn,Proper Corn,United Kingdom,2024-05-06,3.61,84.0
REC-614314,11805,Cocoa Vanilla Oat Boosts,graze,"France,United Kingdom",2024-07-20,14.0,4.0
REC-151525,5140,Megachok,arluy,"France,Morocco,New Caledonia",2024-05-28,18.21,350.0
REC-217744,7396,Cranberry saveur amande,Gerblé,"Frankrijk,Réunion",2025-05-12,9.15,132.0
REC-737686,10860,"Biscuits 3 graines Kasha, Sésame, Pavot",Unknown,"France,La Réunion",2024-08-01,21.57,132.0
REC-310932,14834,Chocolat noir 85% Madagascar,Ethiquable,"France,Spain",2025-04-19,7.05,100.0
REC-343699,13161,Véritable petit beurre,"LU, Mondelez, Mondelez international","France,Guadeloupe,La Réunion,Suisse",2024-07-26,19.29,200.0
REC-499216,11117,TEXAS BBQ SAUCE,PRINGLES,"Belgium,Bulgaria,Germany,Ireland,Morocco,Romania,United Kingdom,Libya",2024-03-02,3.96,150.0
REC-117524,5039,Extrem,Excelo,Morocco,2025-10-18,23.56,150.0
REC-799646,10029,Sablés chocolat,McVitie's,France,2025-04-07,1.73,300.0
REC-452768,9793,NAKD PROTEIN - Cacao noisette - 45g (16x1p),Nakd,"France,United Kingdom,Switzerland",2024-07-03,13.16,45.0
REC-734503,14206,Kinder Bueno,Kinder,"Algérie,Belgique,Allemagne,Italie,Morocco,Espagne,Suisse,Tunisie,Royaumeuni,Étatsunis,France",2024-12-31,10.66,43.0
REC-426267,11642,Wheat Biscuits,By Sainsbury's,United Kingdom,2024-04-21,23.04,150.0
REC-616790,14425,Shortbread Fingers,Walker’s,United Kingdom,2025-09-16,1.6,160.0
REC-519560,7176,Chips saveur fromage du Jura,Brets,"France,Morocco",2024-10-24,21.83,125.0
